source,target,prior_C,W,beta,n_pairwise,p_corr,q_fdr,data_supported
PSEN1,MAP2K3,0.2,0.0,0.0,0,1.0,1.0,0
RAB1B,GORASP1,0.3,0.0,0.0,0,1.0,1.0,0
RAB1B,COPA,0.5,0.0,0.0,190,0.30354432538856746,0.7327666521660857,0
RAB1A,TMED2,0.4,0.0,0.0,190,0.2215613886674439,0.5624879535173484,0
RAB1A,SEC24D,0.5,0.0,0.0,0,1.0,1.0,0
RAB1A,GORASP1,0.3,0.0,0.0,0,1.0,1.0,0
RTN3,BACE1,0.6,0.0,0.0,0,1.0,1.0,0
RAB1B,SEC24D,0.5,0.0,0.0,0,1.0,1.0,0
OSBP,TMED10,0.4,0.0,0.0,190,6.6836259194922505e-15,3.8319455271755565e-13,0
OSBP,SIGMAR1,0.3,0.0,0.0,0,1.0,1.0,0
OSBP,SEC24D,0.4,0.0,0.0,0,1.0,1.0,0
NCSTN,TMED9,0.2,0.0,0.0,0,1.0,1.0,0
PICALM,SORL1,0.3,0.0,0.0,170,0.8819969262335734,1.0,0
PSEN1,NCSTN,0.8,0.0,0.0,0,1.0,1.0,0
GGA2,GGA1,0.3,0.0,0.0,0,1.0,1.0,0
GGA2,BACE1,0.7,0.0,0.0,0,1.0,1.0,0
CLU,BACE1,0.2,0.0,0.0,0,1.0,1.0,0
COPA,COPG2,0.6,0.0,0.0,91,0.02048860465757377,0.07380188483984688,0
COPA,COPG1,0.6,0.0,0.0,190,0.7624299774489983,1.0,0
COPA,COPE,0.6,0.0,0.0,190,0.002127436385416133,0.01016441828587708,0
COPA,COPB2,0.6,0.0,0.0,190,0.32769950178208995,0.7660463366440741,0
SEC16A,SAR1B,0.6,0.0,0.0,20,0.34617192143921766,0.7757859346911458,0
SEC16A,SAR1A,0.6,0.0,0.0,28,0.2794568574729937,0.6817954536929776,0
SEC23A,TMED10,0.3,0.0,0.0,190,3.90568447115662e-09,8.668099729534691e-08,0
SEC23A,SEC24D,0.6,0.0,0.0,0,1.0,1.0,0
SEC23A,SEC24B,0.6,0.0,0.0,164,2.972755575278034e-07,4.988428867783628e-06,0
SEC23A,SEC24A,0.6,0.0,0.0,0,1.0,1.0,0
SAR1A,TMED2,0.4,0.0,0.0,190,0.9366712603472463,1.0,0
SEC23B,SEC24A,0.6,0.0,0.0,0,1.0,1.0,0
SEC23B,SAR1A,0.4,0.0,0.0,0,1.0,1.0,0
SAR1A,SEC13,0.3,0.0,0.0,190,0.8359248685578078,1.0,0
SAR1A,BACE1,0.2,0.0,0.0,0,1.0,1.0,0
RTN4,RTN3,0.3,0.0,0.0,190,0.0010307801663117083,0.005292363838973547,0
RTN4,BACE1,0.5,0.0,0.0,0,1.0,1.0,0
SAR1A,TMED10,0.4,0.0,0.0,190,0.8087636187604409,1.0,0
SAR1A,SEC31A,0.3,0.0,0.0,190,0.30705147370952374,0.7335118538616401,0
SAR1A,SEC24D,0.7,0.0,0.0,0,1.0,1.0,0
SAR1A,SEC24A,0.6,0.0,0.0,0,1.0,1.0,0
SAR1A,SEC23A,0.7,0.0,0.0,190,0.836280424597307,1.0,0
SAR1B,SEC24A,0.6,0.0,0.0,0,1.0,1.0,0
SAR1B,BACE1,0.2,0.0,0.0,0,1.0,1.0,0
SEC23B,SEC24D,0.6,0.0,0.0,0,1.0,1.0,0
